# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  5 10:28:29 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_facility like '%TESS%'
# CONSTRAINT:  and st_teffstr < 4200
# CONSTRAINT:  and st_radstr in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2136 b,TOI-2136,TIC 336128819,Gaia DR2 2096535783864546944,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAWAUCHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220210182K/abstract target=ref>Kawauchi et al. 2022</a>,7.85192500000,0.00001600000,-0.00001600000,0,0.0533000000,0.0015000000,-0.0015000000,0,2.20000000,0.07000000,-0.07000000,0,0.19627119,0.00624499,-0.00624499,0,4.70000000,3.10000000,-2.60000000,0,0.01478785,0.00975369,-0.00818051,0,Mass,0.070000,0.090000,-0.050000,0,4.8200,0.7200,-0.7200,0,378.00,13.00,-13.00,0,0,<a refstr=KAWAUCHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220210182K/abstract target=ref>Kawauchi et al. 2022</a>,,3373.00,108.00,-108.00,0,0.344000,0.009900,-0.009900,0,0.327200,0.008200,-0.008200,0,0.0200,0.1400,-0.1400,0,[Fe/H],4.881000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.36310000,0.06425000,-0.06425000,14.3200000,0.2000000,-0.2000000,9.3430000,0.0220000,-0.0220000,12.9643000,0.0009160,-0.0009160,2022-07-18,2022-02,2022-07-18
TOI-4860 b,TOI-4860,TIC 335590096,Gaia DR2 3571038605366263424,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,1.52275959000,0.00000032000,-0.00000035000,0,0.0184500000,0.0005900000,-0.0005900000,0,8.47398941,0.26901554,-0.26901554,0,0.75600000,0.02400000,-0.02400000,0,212.94503269,44.49597698,-44.49597698,0,0.67000000,0.14000000,-0.14000000,0,Mass,0.150000,,,1,,,,,624.00,30.00,-30.00,0,0,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,M4.5+/-0.5,3390.00,120.00,-120.00,0,0.348000,0.011000,-0.011000,0,0.335700,0.008100,-0.008100,0,0.3000,0.1300,-0.1300,0,[Fe/H],4.880000,0.029000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,183.5639610,-13d10m29.43s,-13.1748411,80.14230000,0.64810000,-0.63790000,16.4700000,0.2000000,-0.2000000,11.1750000,0.0260000,-0.0260000,15.1091000,0.0012870,-0.0012870,2023-08-22,2023-10,2023-08-22
TOI-206 b,TOI-206,TIC 55650590,Gaia DR2 4665277593852295424,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.73631040000,0.00000030000,-0.00000030000,0,0.0112000000,0.0001000000,-0.0001000000,0,1.30000000,0.05000000,-0.05000000,0,0.11597843,0.00446071,-0.00446071,0,,,,,,,,,,,,,,,,,,910.00,36.00,-36.00,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3383.00,157.00,-157.00,0,0.350000,0.010000,-0.010000,0,0.350000,0.010000,-0.010000,0,,,,,,4.890000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m57.17s,73.7382202,-62d31m18.75s,-62.5218740,47.74650000,0.11000000,-0.10950000,14.9380000,0.1260000,-0.1260000,10.0600000,0.0220000,-0.0220000,13.6662000,0.0006700,-0.0006700,2022-02-15,2022-02,2022-02-15
TOI-4860 b,TOI-4860,TIC 335590096,Gaia DR2 3571038605366263424,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.52299850000,0.00007040000,-0.00007040000,0,,,,,8.99483000,0.48503300,-0.48503300,0,0.80246637,0.04327182,-0.04327182,0,,,,,,,,,,,,,,37.1159,,,0,687.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3237.00,157.00,-157.00,0,0.350000,0.010000,-0.010000,0,,,,,,,,,,4.870000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,183.5639610,-13d10m29.43s,-13.1748411,80.14230000,0.64810000,-0.63790000,16.4700000,0.2000000,-0.2000000,11.1750000,0.0260000,-0.0260000,15.1091000,0.0012870,-0.0012870,2024-08-30,2017-07,2024-08-30
TOI-519 b,TOI-519,TIC 218795833,Gaia DR2 5707485527450614656,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,1.26523280000,0.00000050000,-0.00000050000,0,0.0159000000,0.0001000000,-0.0001000000,0,11.54525012,0.33626942,-0.33626942,0,1.03000000,0.03000000,-0.03000000,0,147.15455244,26.06192937,-27.96889982,0,0.46300000,0.08200000,-0.08800000,0,Mass,0.330000,,,1,,,,,687.00,14.00,-14.00,0,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,M V,3322.00,49.00,-49.00,0,0.350000,0.010000,-0.010000,0,0.335000,0.008000,-0.008000,0,0.2700,0.0900,-0.0900,0,[Fe/H],4.870000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.55700000,0.93700000,-0.92200000,17.3500000,0.2000000,-0.2000000,11.9510000,0.0240000,-0.0240000,15.7067000,0.0004370,-0.0004370,2023-05-15,2023-04,2023-05-15
TOI-206 b,TOI-206,TIC 55650590,Gaia DR2 4665277593852295424,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.73631321993,0.00000476545,-0.00000476545,0,,,,,1.53326821,0.10285874,-0.10285874,0,0.13678926,0.00917646,-0.00917646,0,,,,,,,,,,,,,,117.7582,,,0,840.17,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3358.00,,,0,0.351676,0.010566,-0.010566,0,,,,,,,,,,4.438000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m57.17s,73.7382202,-62d31m18.75s,-62.5218740,47.74650000,0.11000000,-0.10950000,14.9380000,0.1260000,-0.1260000,10.0600000,0.0220000,-0.0220000,13.6662000,0.0006700,-0.0006700,2024-01-22,2017-07,2024-01-22
GJ 3473 b,GJ 3473,TIC 452866790,Gaia DR2 3094290054327367168,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.19799956042,0.00000625383,-0.00000625383,0,,,,,1.21073388,1.10587860,-1.10587860,0,0.10801463,0.09866005,-0.09866005,0,,,,,,,,,,,,,,58.2602,,,0,704.63,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3332.00,63.00,-63.00,0,0.354529,0.010709,-0.010709,0,,,,,,,,,,4.915280,0.142281,-0.142281,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.36440000,0.03760000,-0.03760000,13.7400000,0.0270000,-0.0270000,8.8290010,0.0240000,-0.0240000,12.4650000,0.0003430,-0.0003430,2024-02-16,2017-07,2024-02-16
TOI-519 b,TOI-519,TIC 218795833,Gaia DR2 5707485527450614656,0,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.26523376763,0.00000067655,-0.00000067655,0,,,,,11.92440528,0.38084330,-0.38084330,0,1.06382602,0.03397662,-0.03397662,0,,,,,,,,,,,,,,53.9865,,,0,691.34,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3225.00,100.00,-100.00,0,0.355309,0.010959,-0.010959,0,,,,,,,,,,5.004570,0.531516,-0.531516,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.55700000,0.93700000,-0.92200000,17.3500000,0.2000000,-0.2000000,11.9510000,0.0240000,-0.0240000,15.7067000,0.0004370,-0.0004370,2024-01-05,2017-07,2024-01-05
TOI-519 b,TOI-519,TIC 218795833,Gaia DR2 5707485527450614656,0,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,1.26523248000,0.00000012000,-0.00000012000,0,0.0164800000,0.0002700000,-0.0002700000,0,11.87031056,0.22417961,-0.22417961,0,1.05900000,0.02000000,-0.02000000,0,166.85991368,20.34101805,-20.34101805,0,0.52500000,0.06400000,-0.06400000,0,Mass,0.048000,,,1,54.0000,4.0000,-4.0000,0,754.00,14.00,-14.00,0,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,,3354.00,63.00,-63.00,0,0.357800,0.006300,-0.006300,0,0.372000,0.018000,-0.018000,0,0.2650,0.0830,-0.0830,0,[Fe/H],4.901600,0.008500,-0.008500,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.55700000,0.93700000,-0.92200000,17.3500000,0.2000000,-0.2000000,11.9510000,0.0240000,-0.0240000,15.7067000,0.0004370,-0.0004370,2023-11-07,2023-10,2023-11-07
TOI-4860 b,TOI-4860,TIC 335590096,Gaia DR2 3571038605366263424,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,1.52275910000,0.00000030000,-0.00000030000,0,0.0180800000,0.0001500000,-0.0001500000,0,8.70000000,0.40000000,-0.40000000,0,0.77000000,0.03000000,-0.03000000,0,86.70000000,1.90000000,-1.90000000,0,0.27300000,0.00600000,-0.00600000,0,Mass,0.008000,0.013000,-0.006000,0,42.5000,1.9000,-1.9000,0,694.00,15.00,-15.00,0,0,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,M3.5 V,3260.00,50.00,-50.00,0,0.358000,0.015000,-0.015000,0,0.340000,0.009000,-0.009000,0,0.2700,0.1200,-0.1200,0,[Fe/H],4.860000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,183.5639610,-13d10m29.43s,-13.1748411,80.14230000,0.64810000,-0.63790000,16.4700000,0.2000000,-0.2000000,11.1750000,0.0260000,-0.0260000,15.1091000,0.0012870,-0.0012870,2024-03-04,2023-08,2024-03-04
GJ 357 b,GJ 357,TIC 413248763,Gaia DR2 5664814198431308288,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.93060270000,0.00000300000,-0.00000300000,0,,,,,1.26995000,0.05060950,-0.05060950,0,0.11329755,0.00451508,-0.00451508,0,,,,,,,,,,,,,,16.4901,,,0,561.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3505.00,90.00,-90.00,0,0.360000,0.010000,-0.010000,0,,,,,,,,,,4.905730,0.061793,-0.061793,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181000,0.00511000,-0.00511000,10.9100000,0.1000000,-0.1000000,6.4750000,0.0170000,-0.0170000,9.8803600,0.0014400,-0.0014400,2023-04-17,2017-07,2023-04-17
TOI-277 b,TOI-277,TIC 439456714,Gaia DR2 2353440974955205632,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,3.99400000000,0.00040000000,-0.00040000000,0,0.0269000000,0.0011000000,-0.0011000000,0,2.65000000,0.18000000,-0.18000000,0,0.23641757,0.01605855,-0.01605855,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,4031.00,21.00,-23.00,0,0.362000,0.008000,-0.004000,0,0.160000,0.010000,-0.010000,0,-0.0100,0.0700,-0.0900,0,[Fe/H],4.580000,0.100000,-0.130000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.66920000,0.13825000,-0.13825000,13.6320000,0.0210000,-0.0210000,9.5570000,0.0230000,-0.0230000,12.7896000,0.0007030,-0.0007030,2022-11-29,2022-11,2022-11-29
GJ 3473 b,GJ 3473,TIC 452866790,Gaia DR2 3094290054327367168,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.19800350000,0.00000180000,-0.00000190000,0,0.0158900000,0.0006200000,-0.0006200000,0,1.26400000,0.05000000,-0.04900000,0,0.11276653,0.00446070,-0.00437149,0,1.86000000,0.30000000,-0.30000000,0,0.00585219,0.00094390,-0.00094390,0,Mass,0.000000,,,0,59.4000,5.0000,-4.5000,0,773.00,16.00,-15.00,0,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,,3347.00,54.00,-54.00,0,0.364000,0.012000,-0.012000,0,0.360000,0.016000,-0.016000,0,0.1100,0.1900,-0.1900,0,[Fe/H],4.810000,0.060000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.36440000,0.03760000,-0.03760000,13.7400000,0.0270000,-0.0270000,8.8290010,0.0240000,-0.0240000,12.4650000,0.0003430,-0.0003430,2020-10-16,2020-10,2020-10-22
TOI-6255 b,TOI-6255,TIC 261135533,Gaia DR2 1956328333130770048,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.23818233358,0.00000755108,-0.00000755108,0,,,,,0.96173856,0.28935423,-0.28935423,0,0.08580071,0.02581450,-0.02581450,0,,,,,,,,,,,,,,588.9944,,,0,1256.46,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3423.00,157.00,-157.00,0,0.369077,0.010996,-0.010996,0,,,,,,,,,,4.855540,0.001188,-0.001188,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m00.76s,331.5031606,+39d17m55.78s,39.2988284,20.31670000,0.02360000,-0.02360000,12.7470000,0.0520000,-0.0520000,8.0710000,0.0200000,-0.0200000,11.6345000,0.0009290,-0.0009290,2025-05-05,2017-07,2025-05-05
TOI-1468 b,TOI-1468,TIC 243185500,Gaia DR2 2785466581298775680,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.88053101732,0.00000679703,-0.00000679703,0,,,,,1.45486292,0.17426977,-0.17426977,0,0.12979440,0.01554733,-0.01554733,0,,,,,,,,,,,,,,35.7281,,,0,623.55,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3382.00,157.00,-157.00,0,0.369306,0.010922,-0.010922,0,,,,,,,,,,4.855320,0.001087,-0.001087,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m36.93s,16.6538724,+19d13m29.71s,19.2249195,24.73990000,0.04690000,-0.04670000,12.5000000,0.2000000,-0.2000000,8.4970000,0.0170000,-0.0170000,12.1172000,0.0006970,-0.0006970,2023-03-16,2017-07,2023-03-16
